### BDSIM output created Mon Jun 24 16:17:43 2013
 ####
# PT E[GeV] X[mum] Y[mum] Z[m] Xp[rad] Yp[rad]  
2212 4000 9.86348e-05 0 142.006 1.66581e-12 0
2212 4000 9.86349e-05 0 142.006 1.66581e-12 0
2212 4000 9.86348e-05 0 142.006 1.66581e-12 0
2212 4000 9.98842e-05 0 142.756 1.66581e-12 0
2212 4000 9.98842e-05 0 142.756 1.66581e-12 0
2212 4000 0.000105032 0 145.846 1.66581e-12 0
2212 4000 0.000105031 0 145.846 1.66581e-12 0
2212 4000 0.000106997 0 147.026 1.66581e-12 0
2212 4000 0.000108663 0 148.026 1.66581e-12 0
2212 4000 0.000108663 0 148.026 1.66581e-12 0
2212 4000 0.000113911 0 151.177 1.66581e-12 0
2212 4000 0.000113911 0 151.177 1.66581e-12 0
2212 4000 0.000113911 0 151.177 1.66581e-12 0
2212 4000 0.000113911 0 151.177 1.66581e-12 0
2212 4000 0.00011725 0 153.181 1.66581e-12 0
2212 4000 -0.000150091 0 162.631 -5.83032e-11 0
2212 4000 -0.000150091 0 162.631 -5.83032e-11 0
2212 4000 -0.000229616 0 163.995 -5.83032e-11 0
2212 4000 -0.000282089 0 164.895 -5.83032e-11 0
2212 4000 -0.000282089 0 164.895 -5.83032e-11 0
2212 4000 -0.000305206 0 165.292 -5.83032e-11 0
2212 4000 -0.000380738 0 166.587 -5.83032e-11 0
2212 4000 -0.000433211 0 167.487 -5.83032e-11 0
2212 4000 -0.0004549 0 167.859 -5.83032e-11 0
2212 4000 -0.000614919 0 171.259 -3.46586e-11 0
2212 4000 -0.000614919 0 171.259 -3.46586e-11 0
2212 4000 -0.000648676 0 172.233 -3.46586e-11 0
2212 4000 -0.000648676 0 172.233 -3.46586e-11 0
2212 4000 -0.000735028 0 174.725 -3.46586e-11 0
2212 4000 -0.0013685 0 193.002 -3.46586e-11 0
2212 4000 -0.00139983 0 193.906 -3.46586e-11 0
2212 4000 -0.00139983 0 193.906 -3.46586e-11 0
2212 4000 -0.00139983 0 193.906 -3.46586e-11 0
2212 4000 -0.00139983 0 193.906 -3.46586e-11 0
2212 4000 -0.00139983 0 193.906 -3.46586e-11 0
2212 4000 -0.00139983 0 193.906 -3.46586e-11 0
2212 4000 -0.00139983 0 193.906 -3.46586e-11 0
2212 4000 -0.00139983 0 193.906 -3.46586e-11 0
2212 4000 -0.00139983 0 193.906 -3.46586e-11 0
2212 4000 -0.00139983 0 193.906 -3.46586e-11 0
2212 4000 -0.00139983 0 193.906 -3.46586e-11 0
2212 4000 -0.00139983 0 193.906 -3.46586e-11 0
2212 4000 -0.00139983 0 193.906 -3.46586e-11 0
2212 4000 -0.00139983 0 193.906 -3.46586e-11 0
2212 4000 -0.00140642 0 194.096 -3.46586e-11 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00178154 0 198.896 -1.25264e-10 0
2212 4000 -0.00187487 0 199.641 -1.25264e-10 0
2212 4000 -0.00503941 0 224.904 -1.25264e-10 0
2212 4000 -0.00515214 0 225.804 -1.25264e-10 0
2212 4000 -0.00515214 0 225.804 -1.25264e-10 0
2212 4000 -0.00515214 0 225.804 -1.25264e-10 0
2212 4000 -0.00515214 0 225.804 -1.25264e-10 0
2212 4000 -0.00515214 0 225.804 -1.25264e-10 0
2212 4000 -0.00515214 0 225.804 -1.25264e-10 0
2212 4000 -0.00515214 0 225.804 -1.25264e-10 0
2212 4000 -0.00515214 0 225.804 -1.25264e-10 0
2212 4000 -0.00515214 0 225.804 -1.25264e-10 0
2212 4000 -0.00515214 0 225.804 -1.25264e-10 0
2212 4000 -0.00515214 0 225.804 -1.25264e-10 0
2212 4000 -0.00515214 0 225.804 -1.25264e-10 0
2212 4000 -0.00515214 0 225.804 -1.25264e-10 0
2212 4000 -0.00515214 0 225.804 -1.25264e-10 0
2212 4000 -0.00515214 0 225.804 -1.25264e-10 0
2212 4000 -0.00515214 0 225.804 -1.25264e-10 0
2212 4000 -0.00517619 0 225.996 -1.25264e-10 0
2212 4000 -0.00561252 0 231.541 -4.23566e-11 0
2212 4000 -0.00665339 0 256.115 -4.23566e-11 0
2212 4000 -0.0067667 0 258.79 -4.23566e-11 0
2212 4000 -0.0067667 0 258.79 -4.23566e-11 0
2212 4000 -0.0067667 0 258.79 -4.23566e-11 0
2212 4000 -0.0067667 0 258.79 -4.23566e-11 0
2212 4000 -0.0067667 0 258.79 -4.23566e-11 0
2212 4000 -0.00681837 0 260.01 -4.23566e-11 0
2212 4000 -0.00791827 0 263.41 -6.19252e-10 0
2212 4000 -0.00791827 0 263.41 -6.19252e-10 0
2212 4000 -0.00791827 0 263.41 -6.19252e-10 0
2212 4000 -0.00791827 0 263.41 -6.19252e-10 0
2212 4000 -0.00791827 0 263.41 -6.19252e-10 0
2212 4000 -0.00814554 0 263.777 -6.19252e-10 0
2212 4000 -0.0114819 0 267.177 -1.38761e-09 0
2212 4000 -0.0114819 0 267.177 -1.38761e-09 0
2212 4000 -0.0114819 0 267.177 -1.38761e-09 0
2212 4000 -0.0114819 0 267.177 -1.38761e-09 0
2212 4000 -0.0114819 0 267.177 -1.38761e-09 0
2212 4000 -0.0114819 0 267.177 -1.38761e-09 0
2212 4000 -0.0114819 0 267.177 -1.38761e-09 0
2212 4000 -0.0114819 0 267.177 -1.38761e-09 0
2212 4000 -0.0114819 0 267.177 -1.38761e-09 0
2212 4000 -0.0114819 0 267.177 -1.38761e-09 0
2212 4000 -0.0117441 0 267.366 -1.38761e-09 0
2212 4000 -0.0129985 0 268.27 -1.38761e-09 0
2212 4000 -0.0129985 0 268.27 -1.38761e-09 0
2212 4000 -0.0129985 0 268.27 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0138866 0 268.91 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
2212 4000 -0.0143639 0 269.254 -1.38761e-09 0
